Observations,Brand preferences,Total sales,Fuel types,trim,body,transmission
9/1/2009,Xiaomi,16.634,Gasoline,Pure,SUV,automatic
9/1/2009,Tesla,16.634,Gasoline,Sport,Minivan,automatic
9/1/2009,Mahindra,16.657,Ethanol,awd v6,,automatic
9/1/2009,Toyota,16.657,Gasoline,G37 Journey,G Sedan,manual
9/1/2009,Mahindra,16.657,Bio Diesel,Base,Sedan,automatic
9/1/2009,Hyundai,16.661,Ethanol,Base,Sedan,automatic
9/1/2009,Kia Corporation,16.661,Diesel,C250 Sport,Sedan,automatic
9/1/2009,BYD,16.661,Gasoline,+,Wagon,automatic
9/1/2009,Tesla,16.665,Gasoline,LX,Sedan,automatic
9/1/2009,BYD,16.665,Gasoline,2.5,Sedan,automatic
9/1/2009,Kia Corporation,16.665,Ethanol,2.5,Sedan,automatic
1/1/2010,Toyota,16.695,Ethanol,C250,Coupe,automatic
1/1/2010,Suzuki,16.695,Gasoline,EX Hybrid,Sedan,automatic
2/1/2010,Tata motors,16.695,Gasoline,GL450 4MATIC,SUV,automatic
2/1/2010,Mahindra,16.695,Ethanol,Sport,Minivan,automatic
2/1/2010,Toyota,16.695,Ethanol,LX,SUV,automatic
3/1/2010,Suzuki,16.695,Ethanol,GL450 4MATIC,SUV,automatic
3/1/2010,Mahindra,16.697,Diesel,Base,Sedan,automatic
3/1/2010,Hyundai,16.697,Diesel,EX,Hatchback,automatic
4/1/2010,Nissan,16.697,Gasoline,ML350,SUV,automatic
4/1/2010,Nissan,16.708,Gasoline,Base,Wagon,automatic
4/1/2010,Mahindra,16.708,Gasoline,G37x,G Sedan,automatic
5/1/2010,Suzuki,16.708,Bio Diesel,EX,SUV,automatic
5/1/2010,Xiaomi,16.715,Ethanol,S550,Sedan,automatic
5/1/2010,Tesla,16.715,Bio Diesel,2.5 S,Coupe,automatic
6/1/2010,BYD,16.715,Bio Diesel,LX,SUV,automatic
6/1/2010,Kia Corporation,16.729,Ethanol,2.5 S,Coupe,automatic
6/1/2010,Toyota,16.729,Gasoline,ML350,SUV,
7/1/2010,Suzuki,16.729,Gasoline,Pure Plus,SUV,automatic
7/1/2010,Tata motors,16.739,Gasoline,LX,Sedan,automatic
7/1/2010,Mahindra,16.739,Ethanol,LX,Sedan,automatic
8/1/2010,Toyota,16.739,Ethanol,S550,Sedan,automatic
8/1/2010,Suzuki,16.751,Ethanol,2.5,Sedan,automatic
8/1/2010,Mahindra,16.751,Diesel,Unlimited Sport,SUV,automatic
9/1/2010,Hyundai,16.751,Diesel,Pure Premium,SUV,automatic
9/1/2010,Nissan,16.756,Gasoline,Touring,SUV,automatic
9/1/2010,Nissan,16.756,Gasoline,Touring,Hatchback,automatic
1/1/2011,Tesla,16.756,Ethanol,S550,Sedan,automatic
1/1/2011,Toyot+B2:B85a,16.771,Ethanol,2.5,Sedan,automatic
2/1/2011,Suzuki,16.771,Diesel,G37x,G Sedan,automatic
2/1/2011,Tata motors,16.771,Diesel,G37x,G Sedan,automatic
2/1/2011,Mahindra,16.771,Gasoline,M37,Sedan,automatic
3/1/2011,Toyota,16.832,Gasoline,C250,Coupe,automatic
3/1/2011,Suzuki,16.832,Gasoline,i Sport,Sedan,automatic
3/1/2011,Mahindra,16.832,Bio Diesel,G37 Journey,G Sedan,automatic
4/1/2011,Hyundai,16.832,Ethanol,SX,Sedan,automatic
4/1/2011,Nissan,16.865,Bio Diesel,C250,Coupe,automatic
4/1/2011,Nissan,16.865,Bio Diesel,Base,SUV,automatic
5/1/2011,Mahindra,16.865,Ethanol,2.5,Sedan,automatic
5/1/2011,Suzuki,16.872,Gasoline,C250 Sport,Sedan,automatic
5/1/2011,Xiaomi,16.872,Gasoline,Touring,Minivan,automatic
6/1/2011,Tesla,16.872,Gasoline,Ralliart,Sedan,automatic
6/1/2011,BYD,16.876,Ethanol,G37 Sport,G Coupe,manual
6/1/2011,Kia Corporation,16.876,Ethanol,Base,Hatchback,automatic
7/1/2011,Toyota,16.876,Ethanol,S550,Sedan,automatic
7/1/2011,Suzuki,16.886,Diesel,Sport,Minivan,automatic
7/1/2011,Tata motors,16.886,Diesel,C250 Sport,Sedan,automatic
8/1/2011,Mahindra,16.886,Gasoline,SX,Sedan,automatic
8/1/2011,Toyota,16.889,Gasoline,2.5,Sedan,automatic
8/1/2011,Suzuki,16.889,Gasoline,M37,Sedan,automatic
9/1/2011,Mahindra,16.889,Bio Diesel,2.5,Sedan,automatic
9/1/2011,Hyundai,16.891,Ethanol,C63 AMG,Coupe,automatic
9/1/2011,Nissan,16.891,Bio Diesel,EX,Sedan,automatic
1/1/2012,Mahindra,16.891,Gasoline,LX,Sedan,automatic
1/1/2012,Toyota,16.893,Gasoline,G37x,G Sedan,automatic
2/1/2012,Suzuki,16.893,Gasoline,SX,Sedan,automatic
2/1/2012,Mahindra,16.893,Bio Diesel,Supercharged Limited Edition,SUV,automatic
2/1/2012,Hyundai,16.896,Ethanol,Base,Sedan,automatic
3/1/2012,Nissan,16.896,Bio Diesel,E350 Sport,Sedan,automatic
3/1/2012,Nissan,16.896,Bio Diesel,E350,Coupe,automatic
3/1/2012,Mahindra,16.898,Ethanol,Base,Sedan,automatic
4/1/2012,Suzuki,16.898,Gasoline,M37,Sedan,automatic
4/1/2012,Xiaomi,16.898,Gasoline,SX,Sedan,automatic
4/1/2012,Tesla,16.9,Gasoline,SE,SUV,automatic
5/1/2012,BYD,16.9,Ethanol,ES,Sedan,automatic
5/1/2012,Kia Corporation,16.9,Ethanol,G37x,G Sedan,automatic
5/1/2012,Toyota,16.91,Gasoline,E350 Sport,Sedan,automatic
6/1/2012,Mahindra,16.91,Gasoline,G37 Journey,G Sedan,automatic
6/1/2012,Suzuki,16.91,Bio Diesel,Base,Sedan,automatic
6/1/2012,Xiaomi,16.91,Ethanol,C63 AMG,Sedan,automatic
6/1/2012,Nissan,16.91,Bio Diesel,Base,Hatchback,automatic
6/1/2012,Mahindra,16.91,Ethanol,SE PZEV,Sedan,automatic
6/1/2012,Suzuki,16.91,Gasoline,2.5,Sedan,automatic
6/1/2012,Suzuki,16.927,Gasoline,LE,Sedan,automatic
6/1/2012,Tata motors,16.927,Ethanol,3.2,SUV,automatic
6/1/2012,Mahindra,16.927,Ethanol,LE 7-Passenger Mobility Auto Access,Minivan,automatic
6/1/2012,Tesla,16.929,Bio Diesel,S,Hatchback,automatic
6/1/2012,BYD,16.929,Ethanol,L,Hatchback,automatic
6/1/2012,Kia Corporation,16.929,Gasoline,SR,Sedan,
7/1/2012,Tesla,16.929,Bio Diesel,S,SUV,automatic
7/1/2012,BYD,16.949,Bio Diesel,1500 S,Van,automatic
7/1/2012,Kia Corporation,16.949,Ethanol,S,Sedan,automatic
7/1/2012,Xiaomi,16.949,Gasoline,LE,Sedan,automatic
7/1/2012,Tesla,16.953,Gasoline,R-Line PZEV,Sedan,automatic
7/1/2012,BYD,16.953,Ethanol,SL,Hatchback,automatic
7/1/2012,Toyota,16.953,Ethanol,3.2,SUV,automatic
7/1/2012,Suzuki,16.959,Diesel,LE,Sedan,automatic
7/1/2012,Mahindra,16.959,Diesel,XLE,Sedan,automatic
7/1/2012,Toyota,16.959,Gasoline,PreRunner,Double Cab,automatic
7/1/2012,Suzuki,16.96,Gasoline,S,Sedan,automatic
7/1/2012,Tata motors,16.96,Ethanol,SE PZEV,Sedan,automatic
8/1/2012,BYD,16.96,Gasoline,Base,Sedan,manual
8/1/2012,Tesla,16.962,Gasoline,3.5 SL,Sedan,automatic
8/1/2012,Mahindra,16.962,Gasoline,Base,SUV,automatic
8/1/2012,Kia Corporation,16.962,Ethanol,1.6 S Plus,Sedan,
8/1/2012,Toyota,16.968,Ethanol,Base,Sedan,manual
8/1/2012,Suzuki,16.968,Diesel,LE,Sedan,automatic
8/1/2012,Hyundai,16.968,Gasoline,2.5L PZEV,Hatchback,automatic
8/1/2012,Nissan,16.97,Gasoline,S,SUV,
8/1/2012,Nissan,16.97,Gasoline,XLE,Sedan,automatic
8/1/2012,Mahindra,16.97,Ethanol,Base,Coupe,automatic
8/1/2012,Toyota,16.972,Ethanol,S,Minivan,automatic
8/1/2012,Suzuki,16.972,Diesel,2.5,Sedan,automatic
9/1/2012,Suzuki,16.972,Ethanol,LE,SUV,automatic
9/1/2012,Tata motors,16.974,Diesel,Wolfsburg Edition PZEV,Sedan,automatic
9/1/2012,Mahindra,16.974,Bio Diesel,S,SUV,automatic
9/1/2012,Suzuki,16.974,Ethanol,SL,Minivan,
9/1/2012,Xiaomi,16.985,Bio Diesel,2.5L PZEV,Hatchback,automatic
9/1/2012,Mahindra,16.985,Diesel,TDI,Sedan,automatic
1/1/2013,Hyundai,16.985,Gasoline,Tundra,CrewMax Cab,automatic
1/1/2013,Nissan,17.002,Gasoline,2.5,Sedan,automatic
2/1/2013,Nissan,17.002,Gasoline,Base,SUV,automatic
2/1/2013,Mahindra,17.002,Bio Diesel,S,SUV,
2/1/2013,Suzuki,17.013,Ethanol,Base,Hatchback,manual
3/1/2013,Xiaomi,17.013,Bio Diesel,2.5,Sedan,automatic
3/1/2013,Tesla,17.013,Bio Diesel,3.5 SV,Sedan,automatic
3/1/2013,BYD,17.032,Ethanol,Base,SUV,automatic
4/1/2013,Kia Corporation,17.032,Gasoline,S,Sedan,
4/1/2013,BYD,17.032,Gasoline,Carrera S,Convertible,automatic
4/1/2013,Tesla,17.049,Gasoline,SE PZEV,Sedan,automatic
5/1/2013,Mahindra,17.049,Ethanol,SE PZEV,Sedan,automatic
5/1/2013,Suzuki,17.049,Ethanol,2.5,Sedan,automatic
5/1/2013,Tesla,17.051,Ethanol,S,SUV,automatic
6/1/2013,Toyot+B2:B85a,17.051,Diesel,1.6 S Plus,Sedan,automatic
6/1/2013,Suzuki,17.051,Diesel,S,SUV,automatic
6/1/2013,Tata motors,17.057,Gasoline,SR,Sedan,automatic
6/1/2013,Xiaomi,17.057,Gasoline,Tundra,CrewMax Cab,automatic
6/1/2013,Tesla,17.057,Ethanol,SE PZEV,Sedan,automatic
7/1/2013,Mahindra,17.057,Gasoline,S,Sedan,
7/1/2013,Toyota,17.061,Gasoline,S,SUV,automatic
7/1/2013,Suzuki,17.061,Bio Diesel,Two,Hatchback,automatic
7/1/2013,BYD,17.061,Ethanol,1.6 S Plus,Sedan,automatic
7/1/2013,Kia Corporation,17.071,Ethanol,3.2,Sedan,automatic
7/1/2013,Toyota,17.071,Diesel,SV,Crew Cab,automatic
8/1/2013,Mahindra,17.071,Ethanol,SR,Sedan,automatic
8/1/2013,Hyundai,17.081,Bio Diesel,2.5,Sedan,automatic
8/1/2013,Nissan,17.081,Bio Diesel,S,Convertible,automatic
8/1/2013,Suzuki,17.081,Diesel,SR,Sedan,automatic
8/1/2013,Tata motors,17.088,Gasoline,SE PZEV,Sedan,automatic
8/1/2013,Mahindra,17.088,Gasoline,XLE,Sedan,automatic
8/1/2013,Toyota,17.088,Gasoline,SV,Sedan,automatic
9/1/2013,Nissan,17.092,Ethanol,SV,Crew Cab,
9/1/2013,Mahindra,17.092,Gasoline,LE,Sedan,automatic
9/1/2013,Suzuki,17.092,Gasoline,Base,Wagon,automatic
1/1/2014,Suzuki,17.092,Bio Diesel,Base,SUV,automatic
1/1/2014,Mahindra,17.097,Ethanol,1.6 S Plus,Sedan,
1/1/2014,Hyundai,17.097,Bio Diesel,1.6 S Plus,Sedan,
2/1/2014,Nissan,17.097,Bio Diesel,1.8 SL,Wagon,automatic
2/1/2014,Nissan,17.097,Ethanol,Base,Access Cab,automatic
2/1/2014,Mahindra,17.107,Gasoline,Base,Coupe,automatic
3/1/2014,Suzuki,17.107,Gasoline,S PZEV,Wagon,automatic
3/1/2014,Xiaomi,17.107,Gasoline,LE,Sedan,automatic
3/1/2014,Tesla,17.107,Ethanol,FE+ S,Sedan,automatic
4/1/2014,BYD,17.107,Ethanol,SV,SUV,automatic
4/1/2014,Kia Corporation,17.107,Ethanol,2.5L PZEV,Hatchback,automatic
4/1/2014,Toyota,17.117,Diesel,Limited,SUV,automatic
5/1/2014,Suzuki,17.117,Diesel,SR5,SUV,automatic
5/1/2014,Tata motors,17.117,Gasoline,1.6 S Plus,Sedan,automatic
5/1/2014,Mahindra,17.127,Gasoline,3.5 S,Sedan,automatic
6/1/2014,Toyota,17.127,Gasoline,T5,Sedan,automatic
6/1/2014,Suzuki,17.127,Bio Diesel,Two,Hatchback,automatic
6/1/2014,Mahindra,17.13,Ethanol,2.5i Premium PZEV,Sedan,automatic
7/1/2014,Hyundai,17.13,Bio Diesel,S,Hatchback,automatic
7/1/2014,Nissan,17.13,Bio Diesel,1.6 S Plus,Sedan,
7/1/2014,Nissan,17.131,Ethanol,SL,Minivan,automatic
7/1/2014,Toyota,17.131,Gasoline,SE PZEV,Sedan,automatic
7/1/2014,Suzuki,17.131,Ethanol,SV,SUV,automatic
7/1/2014,Tata motors,17.131,Ethanol,SV,SUV,
8/1/2014,Mahindra,17.137,Gasoline,LE,Wagon,automatic
8/1/2014,Suzuki,17.137,Gasoline,SE PZEV,Sedan,automatic
8/1/2014,Xiaomi,17.137,Gasoline,S,SUV,
8/1/2014,Mahindra,17.157,Ethanol,SV,Sedan,automatic
8/1/2014,Toyota,17.157,Diesel,2.5,Sedan,
8/1/2014,Suzuki,17.157,Diesel,SE PZEV,Sedan,
9/1/2014,Tesla,17.166,Ethanol,1.8 SL,Wagon,automatic
9/1/2014,BYD,17.166,Ethanol,PreRunner V6,Double Cab,automatic
9/1/2014,Kia Corporation,17.166,Gasoline,SV,SUV,
9/1/2014,Mahindra,17.169,Gasoline,S Hybrid,SUV,automatic
9/1/2014,Hyundai,17.169,Gasoline,2.5L PZEV,Hatchback,automatic
9/1/2014,Nissan,17.169,Gasoline,SV,Sedan,automatic
1/1/2015,Nissan,17.174,Bio Diesel,SV,SUV,automatic
1/1/2015,Mahindra,17.174,Ethanol,SV,Sedan,automatic
1/1/2015,Suzuki,17.174,Bio Diesel,LE,Sedan,automatic
2/1/2015,Xiaomi,17.176,Bio Diesel,SV,SUV,automatic
2/1/2015,Tesla,17.176,Ethanol,SV,Sedan,automatic
2/1/2015,BYD,17.176,Gasoline,S,Sedan,
3/1/2015,Kia Corporation,17.178,Gasoline,L,Hatchback,automatic
3/1/2015,Toyota,17.178,Gasoline,SV,SUV,automatic
3/1/2015,Suzuki,17.178,Ethanol,SV,Sedan,automatic
4/1/2015,Tata motors,17.237,Ethanol,Base,Sedan,automatic
4/1/2015,Mahindra,17.237,Ethanol,2.5L PZEV,Hatchback,automatic
4/1/2015,Toyota,17.237,Diesel,2.5,Sedan,automatic
5/1/2015,Suzuki,17.239,Diesel,SE PZEV,Sedan,automatic
5/1/2015,Mahindra,17.239,Gasoline,2.5,Sedan,
5/1/2015,Hyundai,17.239,Gasoline,S Special Edition,Sedan,automatic
6/1/2015,Nissan,17.247,Gasoline,S,King Cab,automatic
6/1/2015,Nissan,17.247,Bio Diesel,2.5X PZEV,SUV,automatic
6/1/2015,Mahindra,17.247,Ethanol,2.5L PZEV,Hatchback,automatic
7/1/2015,Suzuki,17.248,Bio Diesel,S,Sedan,automatic
7/1/2015,Xiaomi,17.248,Bio Diesel,LE,Wagon,automatic
7/1/2015,Tesla,17.248,Ethanol,S,Sedan,
8/1/2015,BYD,17.277,Gasoline,R-Line PZEV,Sedan,automatic
8/1/2015,Kia Corporation,17.277,Gasoline,Two,Hatchback,automatic
8/1/2015,BYD,17.277,Gasoline,LE,Wagon,automatic
9/1/2015,Tesla,17.285,Ethanol,Limited,SUV,automatic
9/1/2015,Mahindra,17.285,Ethanol,3.5 SL,Sedan,automatic
9/1/2015,Suzuki,17.285,Ethanol,1.6 S Plus,Sedan,automatic
1/1/2016,Suzuki,17.285,Ethanol,Limited,Sedan,automatic
1/1/2016,Tata motors,17.286,Gasoline,3.5 SL,Sedan,automatic
1/1/2016,Mahindra,17.286,Gasoline,Wolfsburg Edition PZEV,Sedan,automatic
2/1/2016,Toyota,17.286,Gasoline,SE PZEV,Sedan,automatic
2/1/2016,Suzuki,17.291,Ethanol,2.0i Sport Limited PZEV,Hatchback,automatic
2/1/2016,Mahindra,17.291,Ethanol,1.6 S Plus,Sedan,
3/1/2016,Hyundai,17.291,Ethanol,3.5 SL,Sedan,automatic
3/1/2016,Nissan,17.304,Diesel,SE PZEV,Sedan,automatic
3/1/2016,Nissan,17.304,Diesel,SE,Sedan,automatic
4/1/2016,Mahindra,17.304,Gasoline,V6,Double Cab,automatic
4/1/2016,Suzuki,17.309,Gasoline,S,SUV,automatic
4/1/2016,Xiaomi,17.309,Gasoline,STI,Sedan,manual
5/1/2016,Tesla,17.309,Bio Diesel,1.8 SL,Wagon,automatic
5/1/2016,BYD,17.316,Ethanol,LE 7-Passenger Mobility Auto Access,Minivan,automatic
5/1/2016,Kia Corporation,17.316,Bio Diesel,3.5 S,Sedan,automatic
6/1/2016,Toyota,17.316,Bio Diesel,SE,Sedan,automatic
6/1/2016,Suzuki,17.346,Ethanol,LE,Sedan,automatic
6/1/2016,Tata motors,17.346,Gasoline,1.6 S Plus,Sedan,manual
7/1/2016,Mahindra,17.346,Gasoline,1.6 S Plus,Sedan,automatic
7/1/2016,Toyota,17.346,Gasoline,Base,Sedan,automatic
7/1/2016,Suzuki,17.357,Ethanol,SV,Sedan,automatic
8/1/2016,Mahindra,17.357,Ethanol,SE,Sedan,automatic
8/1/2016,Hyundai,17.357,Ethanol,Base,Coupe,manual
8/1/2016,Nissan,17.362,Diesel,FE+ SV,Sedan,automatic
9/1/2016,Nissan,17.362,Diesel,2.5,Sedan,automatic
9/1/2016,Mahindra,17.362,Gasoline,TDI SE,Sedan,automatic
9/1/2016,Suzuki,17.409,Gasoline,SV,Sedan,automatic
1/1/2017,Tesla,17.409,Diesel,SV,SUV,automatic
1/1/2017,Nissan,17.409,Diesel,SV,Sedan,automatic
1/1/2017,Mahindra,17.409,Gasoline,SV,SUV,automatic
1/1/2017,Xiaomi,17.413,Gasoline,Base,Convertible,automatic
1/1/2017,Tesla,17.413,Bio Diesel,LE,Sedan,automatic
1/1/2017,BYD,17.413,Ethanol,LE,Sedan,automatic
1/1/2017,Nissan,17.414,Ethanol,LE,Hatchback,automatic
1/1/2017,Mahindra,17.414,Ethanol,1.6 S Plus,Sedan,
1/1/2017,Suzuki,17.414,Gasoline,LE,Sedan,automatic
2/1/2017,Suzuki,17.418,Gasoline,LE,Sedan,automatic
2/1/2017,Xiaomi,17.418,Gasoline,SV,Sedan,automatic
2/1/2017,Tesla,17.418,Bio Diesel,V6,Double Cab,automatic
2/1/2017,Kia Corporation,17.447,Bio Diesel,Base,SUV,automatic
2/1/2017,BYD,17.447,Bio Diesel,1.6 S Plus,Sedan,automatic
2/1/2017,Tesla,17.447,Ethanol,S,Sedan,automatic
2/1/2017,Xiaomi,17.464,Gasoline,Two,Hatchback,automatic
2/1/2017,Tesla,17.464,Ethanol,1.6 S Plus,Sedan,
2/1/2017,BYD,17.464,Ethanol,PreRunner V6,Double Cab,automatic
3/1/2017,BYD,17.466,Ethanol,LE 7-Passenger Mobility Auto Access,Minivan,automatic
3/1/2017,Kia Corporation,17.466,Bio Diesel,2.5L PZEV,Hatchback,automatic
3/1/2017,Toyota,17.466,Bio Diesel,L,Sedan,automatic
3/1/2017,Mahindra,17.491,Gasoline,FE+ SV,Sedan,automatic
3/1/2017,Suzuki,17.491,Gasoline,S,SUV,automatic
3/1/2017,Tesla,17.491,Gasoline,T5,Sedan,automatic
3/1/2017,Kia Corporation,17.503,Ethanol,1.6 S Plus,Sedan,automatic
3/1/2017,Toyota,17.503,Diesel,S,SUV,automatic
3/1/2017,Suzuki,17.503,Diesel,SV,SUV,automatic
4/1/2017,Tata motors,17.514,Gasoline,SE PZEV,Sedan,automatic
4/1/2017,Mahindra,17.514,Gasoline,SL,SUV,automatic
4/1/2017,Toyota,17.514,Gasoline,SV,Minivan,
5/1/2017,Suzuki,17.514,Bio Diesel,L,Sedan,automatic
5/1/2017,Mahindra,17.514,Ethanol,3.5 SV,Sedan,automatic
5/1/2017,Hyundai,17.514,Bio Diesel,,,automatic
6/1/2017,Nissan,17.516,Bio Diesel,xdr 750i xdriv,,automatic
6/1/2017,Nissan,17.516,Ethanol,650i,Convertible,automatic
6/1/2017,Mahindra,17.516,Gasoline,Base,Sedan,automatic
7/1/2017,Suzuki,17.531,Gasoline,650i,Convertible,
7/1/2017,Xiaomi,17.531,Gasoline,,,automatic
7/1/2017,Tesla,17.531,Ethanol,3.0T Premium quattro,Sedan,automatic
8/1/2017,BYD,17.549,Ethanol,650i,Coupe,automatic
8/1/2017,Kia Corporation,17.549,Ethanol,528i,Sedan,automatic
8/1/2017,Toyota,17.549,Diesel,650i,Convertible,automatic
9/1/2017,Suzuki,17.563,Diesel,528i,Sedan,automatic
9/1/2017,Tata motors,17.563,Gasoline,650i,Coupe,automatic
9/1/2017,Mahindra,17.563,Gasoline,740i,Sedan,automatic
1/1/2018,Tesla,17.564,Ethanol,740i,Sedan,automatic
1/1/2018,BYD,17.564,Ethanol,335is,Convertible,automatic
1/1/2018,Kia Corporation,17.564,Ethanol,328i,Convertible,automatic
2/1/2018,BYD,17.564,Diesel,650i,Convertible,automatic
2/1/2018,Tesla,17.564,Diesel,135i,Coupe,automatic
2/1/2018,Mahindra,17.564,Gasoline,640i,Coupe,automatic
3/1/2018,Suzuki,17.564,Gasoline,Base,Sedan,automatic
3/1/2018,Tesla,17.584,Gasoline,535i,Sedan,automatic
3/1/2018,Toyot+B2:B85a,17.584,Bio Diesel,740i,Sedan,automatic
4/1/2018,Suzuki,17.584,Ethanol,650i,Convertible,automatic
4/1/2018,Tata motors,17.596,Bio Diesel,328i,Convertible,automatic
4/1/2018,Mahindra,17.596,Bio Diesel,,,automatic
5/1/2018,Toyota,17.596,Ethanol,Base,Sedan,automatic
5/1/2018,Suzuki,17.62,Gasoline,528i,Sedan,automatic
5/1/2018,Mahindra,17.62,Gasoline,740Li,Sedan,automatic
6/1/2018,Hyundai,17.62,Gasoline,750li,,automatic
6/1/2018,Nissan,17.629,Ethanol,528i xDrive,Sedan,automatic
6/1/2018,Nissan,17.629,Ethanol,Premium Plus quattro,Sedan,automatic
7/1/2018,Toyota,17.629,Gasoline,Premium quattro,Sedan,automatic
7/1/2018,Suzuki,17.641,Bio Diesel,335i,Coupe,automatic
7/1/2018,Mahindra,17.641,Ethanol,528i,Sedan,automatic
7/1/2018,Mahindra,17.641,Ethanol,528i,Sedan,automatic
7/1/2018,Suzuki,17.641,Diesel,528i,Sedan,automatic
7/1/2018,Xiaomi,17.652,Diesel,640i,Convertible,automatic
7/1/2018,Mahindra,17.652,Bio Diesel,328i,Sedan,automatic
7/1/2018,Toyota,17.652,Ethanol,528i,Sedan,automatic
7/1/2018,Suzuki,17.652,Gasoline,2.0T Premium quattro,Coupe,automatic
8/1/2018,Hyundai,17.652,Bio Diesel,528i,Sedan,automatic
8/1/2018,Nissan,17.652,Bio Diesel,528i,Sedan,automatic
8/1/2018,Nissan,17.662,Ethanol,Base,Sedan,automatic
8/1/2018,Tesla,17.662,Gasoline,528i,Sedan,automatic
8/1/2018,BYD,17.662,Gasoline,335i,Coupe,automatic
8/1/2018,Kia Corporation,17.662,Gasoline,535i,Sedan,automatic
8/1/2018,Mahindra,17.662,Gasoline,128i,Convertible,automatic
8/1/2018,Hyundai,17.662,Gasoline,Special Edition,Sedan,automatic
8/1/2018,Nissan,17.662,Ethanol,328i,Convertible,automatic
9/1/2018,Mahindra,17.662,Gasoline,328i,Convertible,automatic
9/1/2018,Suzuki,17.662,Gasoline,Special Edition,Sedan,automatic
9/1/2018,Xiaomi,17.662,Gasoline,750i,,automatic
9/1/2018,Toyota,17.668,Bio Diesel,750li,,automatic
9/1/2018,Suzuki,17.668,Ethanol,328i,Convertible,automatic
9/1/2018,Tata motors,17.668,Bio Diesel,328i,Convertible,automatic
9/1/2018,Nissan,17.669,Ethanol,335i,Convertible,automatic
9/1/2018,Mahindra,17.669,Ethanol,,,automatic
9/1/2018,Suzuki,17.669,Diesel,750i,,automatic
1/1/2019,Xiaomi,17.682,Diesel,650i,Convertible,automatic
1/1/2019,Tesla,17.682,Gasoline,740Li,Sedan,automatic
1/1/2019,BYD,17.682,Gasoline,Base,Sedan,automatic
2/1/2019,Kia Corporation,17.684,Gasoline,,,automatic
2/1/2019,Toyota,17.684,Bio Diesel,640i,Convertible,automatic
2/1/2019,Suzuki,17.684,Ethanol,Base,Sedan,automatic
3/1/2019,Tata motors,17.684,Bio Diesel,128i,Coupe,manual
3/1/2019,Mahindra,17.688,Bio Diesel,740Li,Sedan,automatic
3/1/2019,Toyota,17.688,Ethanol,Technology Package,SUV,
4/1/2019,Suzuki,17.688,Gasoline,Base,Convertible,automatic
4/1/2019,Mahindra,17.688,Gasoline,328i,Sedan,automatic
4/1/2019,Hyundai,17.693,Gasoline,550i,Sedan,automatic
5/1/2019,Nissan,17.693,Ethanol,650i,Convertible,automatic
5/1/2019,Nissan,17.693,Ethanol,328i,Coupe,automatic
5/1/2019,Mahindra,17.695,Gasoline,750li,,automatic
6/1/2019,Suzuki,17.695,Gasoline,640i,Convertible,automatic
6/1/2019,Xiaomi,17.695,Ethanol,650i xDrive,Convertible,automatic
6/1/2019,Tesla,17.699,Ethanol,650i,Convertible,automatic
7/1/2019,BYD,17.699,Ethanol,650i,Convertible,automatic
7/1/2019,Kia Corporation,17.699,Diesel,750i,,automatic
7/1/2019,Toyota,17.72,Diesel,128i,Convertible,automatic
8/1/2019,Suzuki,17.72,Gasoline,S,Hatchback,manual
8/1/2019,Tata motors,17.72,Gasoline,2.0T Premium quattro,Coupe,automatic
8/1/2019,Mahindra,17.735,Gasoline,528i,Sedan,automatic
9/1/2019,Toyota,17.735,Bio Diesel,328i,Sedan,
9/1/2019,Suzuki,17.735,Ethanol,528i,Sedan,automatic
9/1/2019,Mahindra,17.743,Bio Diesel,Base,Convertible,automatic
1/1/2020,Toyota,17.743,Diesel,740i,Sedan,automatic
1/1/2020,Suzuki,17.743,Gasoline,335i,Coupe,manual
1/1/2020,Tata motors,17.756,Gasoline,328i,Convertible,automatic
2/1/2020,Mahindra,17.756,Gasoline,535i,Sedan,automatic
2/1/2020,Toyota,17.756,Bio Diesel,328i,Sedan,automatic
2/1/2020,Suzuki,17.776,Ethanol,650i,Convertible,automatic
3/1/2020,Mahindra,17.776,Bio Diesel,128i,Convertible,automatic
3/1/2020,Hyundai,17.776,Bio Diesel,335i,Coupe,manual
3/1/2020,Nissan,17.781,Ethanol,650i,Convertible,automatic
4/1/2020,Nissan,17.781,Gasoline,750i,,automatic
4/1/2020,Mahindra,17.781,Gasoline,650i,Convertible,automatic
4/1/2020,Suzuki,17.792,Gasoline,Base,Convertible,automatic
5/1/2020,Xiaomi,17.792,Ethanol,740Li,Sedan,automatic
5/1/2020,Tesla,17.792,Ethanol,Special Edition,Sedan,automatic
5/1/2020,BYD,17.826,Ethanol,Technology Package,Sedan,automatic
6/1/2020,Kia Corporation,17.826,Diesel,Technology Package,,automatic
6/1/2020,BYD,17.826,Diesel,535i,Sedan,automatic
6/1/2020,Tesla,17.829,Gasoline,328i,Coupe,automatic
7/1/2020,Mahindra,17.829,Gasoline,Technology Package,SUV,automatic
7/1/2020,Suzuki,17.829,Gasoline,650i,Convertible,automatic
7/1/2020,Tesla,17.842,Bio Diesel,Base,Sedan,automatic
8/1/2020,Toyot+B2:B85a,17.842,Ethanol,535i,Sedan,automatic
8/1/2020,Suzuki,17.842,Bio Diesel,328i,Coupe,automatic
8/1/2020,Tata motors,17.866,Bio Diesel,328i,Convertible,automatic
9/1/2020,Mahindra,17.866,Ethanol,Base,Sedan,automatic
9/1/2020,Toyota,17.866,Gasoline,328i,Convertible,automatic
